Unnamed: 0,Unnamed: 1,Unnamed: 2,New York State Department of Corrections and Community Supervision,Unnamed: 3,Unnamed: 4
2022-06-05,1730 Bare Hill,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,45
2022-06-05,1730 Bare Hill,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-06-05,1730 Bare Hill,,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 6,6.0,214
2022-06-05,1948 Cape Vincent,,3 100.11 ASSAULT ON STAFF 101.22 STALKING 104.11 VIOLENT CONDUCT 8,8.0,180
2022-06-05,1130 Cayuga,,3 106.10 DIRECT ORDER 101.20 LEWD CONDUCT 104.13 CREATE DISTURB 5,4.0,15
2022-06-05,1835 Clinton,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,90
2022-06-05,1835 Clinton,,3 100.13 FIGHTING 106.10 DIRECT ORDER 4,2.0,14
2022-06-05,825 Clinton,,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 6,5.0,120
2022-06-05,730 Clinton,,3 100.11 ASSAULT ON STAFF 100.11 ASSAULT ON STAFF 100.13 FIGHTING 13,12.0,120
2022-06-05,1835 Clinton,,3 100.13 FIGHTING 106.10 DIRECT ORDER 4,2.0,15
2022-06-05,900 Elmira,,3 113.10 WEAPON 114.10 SMUGGLING 2,2.0,270
2022-06-05,831 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,89
2022-06-05,1950 Elmira,,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 8,4.0,90
2022-06-05,831 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,90
2022-06-05,830 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,120
2022-06-05,1735 Elmira,,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,60
2022-06-05,831 Elmira,,3 113.10 WEAPON 100.13 FIGHTING 104.11 VIOLENT CONDUCT 5,5.0,180
2022-06-05,831 Elmira,,3 113.10 WEAPON 100.13 FIGHTING 104.11 VIOLENT CONDUCT 5,4.0,90
2022-06-05,1255 Great Meadow,,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 180.10 FACIL VISITING 4,4.0,60
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - June 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of July 1, 2022",,
Date,Time,Facility,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-06-05,1155 Great Meadow,,3 113.10 WEAPON 113.23 CONTRABAND 2,2.0,90
2022-06-05,945 Green Haven,,3 111.11 POSSESS EMP PROP 101.22 STALKING 114.10 SMUGGLING 7,7.0,102
2022-06-05,1725 Marcy,,3 113.10 WEAPON 113.23 CONTRABAND 113.11 ALTERED ITEM 3,3.0,180
2022-06-05,1920 Marcy,,3 100.11 ASSAULT ON STAFF 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 11,5.0,57
2022-06-05,1930 Mid-State,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 5,3.0,29
2022-06-05,1930 Mid-State,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 107.10 INTERFERENCE 4,4.0,48
2022-06-05,1530 Mohawk,,3 102.10 THREATS 104.11 VIOLENT CONDUCT 114.10 SMUGGLING 5,5.0,90
2022-06-05,1640 Orleans,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,30
2022-06-05,1640 Orleans,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,30
2022-06-05,1940 Otisville,,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 2,2.0,90
2022-06-05,1040 Sing Sing,,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 104.11 VIOLENT CONDUCT 4,3.0,210
2022-06-05,1100 Sullivan,,3 102.10 THREATS 106.10 DIRECT ORDER 101.20 LEWD CONDUCT 5,5.0,60
2022-06-05,1335 Ulster,,3 100.13 FIGHTING 106.10 DIRECT ORDER 104.13 CREATE DISTURB 3,3.0,15
2022-06-05,1335 Ulster,,3 100.13 FIGHTING 106.10 DIRECT ORDER 104.13 CREATE DISTURB 3,3.0,15
